1434957028249;-0.82360536;2.4516625;9.404425;-1.1117995;0.025942802;-0.09311199;-0.029827405;0.773382;0.21731395;10.0;-28.5;5.75;0.0;0.0
1434957028269;-1.0151415;2.3942018;9.097966;-1.1854866;-0.018447638;-0.4057436;-0.12783173;0.628506;0.08522116;10.0;-28.5;5.75;0.0;0.0
1434957028289;-0.91937345;2.3175871;9.11712;-0.9854806;-0.04634905;-0.40011883;-0.57098174;0.3089267;-0.02130529;9.0;-28.5;6.0;0.0;0.0
1434957028309;-0.93852705;2.4516625;9.959879;-0.9821473;0.18573308;0.41870213;-0.52411014;0.008522116;-0.068176925;9.0;-28.5;6.0;0.0;0.0
1434957028329;-0.63206923;2.1643584;10.132261;-0.71267694;-0.016170502;0.57144547;-0.3536678;-0.41971418;0.036218993;9.0;-28.5;6.0;0.0;0.0
1434957028349;-0.51714754;2.1260512;10.247183;-0.6890095;-0.01918912;0.67959213;-0.07456851;-0.63702816;-0.014913702;7.75;-28.5;6.0;0.0;0.0
1434957028369;-0.22984336;1.7238252;9.672575;-0.51332605;-0.4118638;0.10550308;-0.1917476;-0.41545314;-0.15978967;7.75;-28.5;6.0;0.0;0.0
1434957028390;-0.038307227;2.0494366;9.078813;-0.39496192;-0.0669086;-0.49010944;-0.04474111;-0.4644553;-0.257794;8.5;-28.75;6.0;0.0;0.0
1434957028409;0.21068975;2.2601264;9.32781;-0.2162;0.13617158;-0.23654938;0.09161274;-0.48149952;0.14487597;8.5;-28.75;6.0;0.0;0.0
1434957028429;0.19153613;2.2984335;8.868123;-0.32753825;0.15791869;-0.6879816;0.083090626;-0.45593318;-0.04474111;8.5;-28.75;6.0;0.0;0.0
1434957028449;0.15322891;2.2218192;8.619126;-0.43295315;0.06930399;-0.9303999;-0.004261058;-0.35579833;-0.049002163;9.0;-28.5;5.75;0.0;0.0
1434957028469;0.17238252;2.2026656;8.714894;-0.45111996;0.09286761;-0.8417988;-0.25566345;-0.2514024;0.12357068;9.0;-28.5;5.75;0.0;0.0
1434957028490;0.30645782;2.5091233;9.174581;-0.37044293;0.42337346;-0.38375854;0.004261058;-0.2428803;0.04474111;9.25;-28.75;5.75;0.0;0.0
1434957028509;0.5363012;2.2601264;9.270349;-0.20402163;0.1577797;-0.27964878;0.09161274;-0.28549087;0.24714136;9.25;-28.75;5.75;0.0;0.0
1434957028529;0.19153613;3.064578;9.174581;-0.6291503;0.87875175;-0.35007286;0.47510794;-0.4048005;0.35579833;9.25;-28.75;5.75;0.0;0.0
1434957028549;-0.7469909;2.6431987;9.059659;-1.6794356;0.39102006;-0.43921566;0.330232;-0.6221144;0.43249738;9.0;-29.0;5.0;0.0;0.0
1434957028569;-0.30645782;2.7006595;8.887277;-1.3627324;0.4476235;-0.598423;-0.10226539;-0.46871635;0.28122982;9.0;-29.0;5.0;0.0;0.0
1434957028589;-0.038307227;3.064578;9.5385;-1.293248;0.8211236;0.074757576;0.04474111;-0.9438243;0.3898868;8.5;-29.25;4.5;0.0;0.0
1434957028610;0.038307227;2.7006595;8.178593;-1.3829473;0.48875666;-1.2690487;-0.14274544;-0.8543421;0.25992453;8.5;-29.25;4.5;0.0;0.0
1434957028629;1.4939818;1.9919758;7.5848308;-0.014533877;-0.1840105;-1.8576188;-0.221575;-0.34301516;0.07669904;8.5;-29.25;4.5;0.0;0.0
1434957028650;1.532289;2.4708161;8.63828;0.04054165;0.3275292;-0.8143072;-0.15126756;0.35792887;-0.15978967;7.75;-29.25;4.5;0.0;0.0
1434957028669;1.1683705;3.0454245;9.557653;-0.23776591;0.916332;0.088749886;0.1555286;0.23648871;0.0127831735;7.75;-29.25;4.5;0.0;0.0
1434957028689;0.7278373;2.8921957;9.787497;-0.6277044;0.72709537;0.3193798;0.17257284;0.19600865;-0.36645097;7.75;-29.25;4.5;0.0;0.0
1434957028709;0.019153614;3.0454245;10.6877165;-1.3059258;0.8326595;1.2263098;0.17257284;-0.0958738;-0.3174488;8.25;-29.75;4.5;0.0;0.0
