1435057717442;0.7661445;2.681506;9.059659;
1435057722443;1.5705963;2.777274;8.791509;
1435057727638;0.59376204;2.1068976;9.308656;
1435057732639;0.15322891;2.183512;9.270349;
1435057737838;-0.34476504;3.4093432;8.734048;
1435057742840;0.59376204;1.3790601;9.385271;
1435057748040;2.7389667;4.2904096;8.2169;
1435057753240;0.5746084;3.3518825;8.37013;
1435057758437;0.47884035;3.4093432;8.7532015;
1435057763638;0.90021986;3.1794999;9.002198;
1435057768640;-1.4173675;0.1340753;8.983045;
1435057773840;1.3024458;1.436521;9.251195;
1435057778841;1.1109096;0.90021986;9.346964;
1435057784037;0.9576807;0.47884035;9.500193;
1435057789246;1.1683705;3.4093432;8.887277;
1435057794437;1.2641385;1.1300632;9.500193;
1435057799637;0.7661445;1.5131354;9.270349;
1435057804639;-0.842759;0.095768064;9.461885;
1435057809839;1.5897499;0.47884035;9.442732;
1435057815037;2.087744;0.7469909;9.481039;
1435057820037;2.1643584;3.2944214;9.251195;
1435057825240;3.9839516;3.8881836;7.9104424;
1435057830440;4.213795;3.5242648;7.9487495;
1435057835637;3.3518825;2.9113493;8.925584;
1435057840838;1.5705963;3.2369606;8.485051;
1435057846037;0.30645782;2.834735;9.404425;
1435057851039;0.49799395;3.8498764;8.734048;
1435057856040;4.175488;3.064578;8.236053;
1435057861239;1.5897499;2.3175871;9.404425;
1435057866440;0.9576807;2.777274;9.3661175;
1435057871637;1.5705963;1.436521;9.404425;
1435057876640;0.9959879;0.9576807;9.595961;
1435057881640;0.34476504;0.9959879;9.423578;
1435057886840;1.9728222;3.064578;8.848969;
1435057892039;1.8004397;1.8195933;9.423578;
1435057897241;-0.4405331;0.2681506;9.423578;
1435057902439;0.1340753;3.620033;8.695741;
1435057907441;-0.2873042;3.6966474;8.542512;
1435057912640;-0.2873042;4.060566;8.446744;
1435057917840;0.0;3.122039;8.887277;
1435057923039;-0.91937345;2.930503;8.389283;
1435057928039;0.2681506;2.834735;8.963891;
1435057933241;-2.930503;0.7661445;9.232041;
1435057938437;0.095768064;3.217807;8.983045;
1435057943440;-0.095768064;2.681506;8.829816;
1435057948640;-1.3215994;1.2641385;9.174581;
1435057953640;-2.4133554;1.6663644;9.097966;
1435057958838;2.087744;1.934515;9.021352;
1435057963839;1.2258313;2.5474305;9.442732;
1435057968841;0.6512229;2.681506;9.174581;
1435057974039;1.1683705;4.213795;8.236053;
1435057979239;0.7086837;3.0454245;9.442732;
1435057984439;-0.7086837;2.873042;8.925584;
1435057989442;-0.93852705;4.1946416;8.389283;
1435057994638;0.22984336;3.466804;8.734048;
1435057999838;0.6512229;3.1986535;9.595961;
1435058004840;2.0111294;0.21068975;9.519346;
1435058010040;1.6472107;4.807557;8.1402855;
1435058015240;0.91937345;4.098873;8.446744;
1435058020241;-0.11492168;3.083732;8.734048;
1435058025439;0.038307227;3.5625722;8.714894;
1435058030640;-0.2873042;3.1794999;8.829816;
1435058035840;0.21068975;3.0454245;9.002198;
1435058041040;-0.51714754;2.681506;9.078813;
1435058046239;-0.5363012;2.5091233;8.887277;
1435058051438;-2.183512;2.4516625;8.695741;
1435058056639;0.22984336;2.1643584;9.174581;
1435058061839;0.9576807;1.4748282;9.5385;
1435058067037;0.6512229;1.5131354;9.385271;
1435058072040;0.32561144;1.4556746;9.346964;
1435058077238;0.5554548;1.2066777;9.461885;
1435058082239;0.5746084;0.4213795;9.212888;
1435058087438;-0.47884035;-0.019153614;9.442732;
1435058092639;0.6703765;0.63206923;9.576807;
1435058097841;0.0;-0.7278373;9.710882;
1435058103039;0.24899697;0.076614454;9.481039;
1435058108040;-0.78529817;0.15322891;9.9790325;
1435058113241;1.1300632;1.8962077;9.3661175;
1435058118437;-0.038307227;1.6089035;9.519346;
1435058123476;-0.019153614;1.4173675;9.3661175;
1435058128489;1.283292;2.0494366;9.212888;
1435058133689;0.90021986;1.8770541;9.595961;
1435058138889;2.4708161;2.0111294;9.500193;
1435058143889;2.5091233;2.528277;8.63828;
1435058149087;3.064578;2.5091233;8.714894;
1435058154089;0.019153614;2.0111294;9.9790325;
1435058159289;1.283292;3.2561142;8.868123;
1435058164291;1.4173675;3.371036;8.963891;
1435058169487;-0.05746084;3.6966474;8.561666;
1435058174687;0.47884035;3.6583402;8.676587;
1435058179889;0.1340753;3.5434184;8.772355;
1435058185088;0.076614454;3.4476504;8.791509;
1435058190088;-0.095768064;3.1603463;8.829816;
1435058195089;-0.4213795;2.183512;9.212888;
1435058200290;0.11492168;2.4516625;9.078813;
1435058205488;0.30645782;2.8538885;9.040505;
1435058210689;0.59376204;2.834735;9.040505;
1435058215887;0.61291564;2.566584;9.040505;
1435058220889;-0.15322891;2.8921957;9.251195;
1435058226086;0.90021986;3.064578;9.270349;
1435058231086;0.15322891;2.719813;9.040505;
1435058236115;0.24899697;2.9496565;8.963891;
1435058241286;0.019153614;2.7964275;9.040505;
1435058246290;-0.40222588;2.3942018;9.078813;
1435058251487;-0.80445176;3.064578;7.8146744;
1435058256489;1.7621324;0.9959879;9.710882;
1435058261598;1.3599066;1.2641385;9.461885;
1435058266599;1.0726024;0.40222588;9.500193;
1435058271795;0.6703765;0.78529817;9.442732;
1435058276996;0.45968673;0.36391866;9.576807;
1435058281997;-0.4213795;1.2066777;9.270349;
1435058286999;0.6895301;1.436521;9.251195;
1435058292197;1.5514427;2.2409728;9.32781;
1435058301661;-1.5705963;2.3750482;8.6574335;
1435058310356;-0.8810662;2.0494366;8.772355;
1435058333642;-0.93852705;2.1260512;9.021352;
1435058350131;-0.8810662;1.1109096;9.232041;
1435058365654;-1.0534488;0.9576807;9.691729;
1435058387574;0.7278373;1.7429788;9.232041;
1435058410662;-0.21068975;1.0151415;9.461885;
1435058418703;0.095768064;1.6280571;9.346964;
1435058451592;0.076614454;1.5897499;9.385271;
1435058456706;0.2873042;1.8770541;9.289502;
1435058461707;0.30645782;1.934515;9.232041;
1435058466905;0.6895301;2.3558946;9.251195;
1435058505181;0.78529817;2.030283;9.174581;
1435058511952;1.0342951;2.0111294;9.442732;
1435058518249;1.532289;2.4516625;9.251195;
1435058531688;1.2258313;2.719813;9.174581;
1435058536754;0.5363012;3.0262709;9.078813;
1435058551407;1.3982137;2.930503;9.002198;
1435058609499;0.8810662;1.4939818;9.442732;
1435058618547;0.22984336;3.0071173;8.485051;
1435058624446;0.38307226;2.2984335;9.461885;
1435058629582;1.4939818;-2.930503;9.576807;
1435058634583;2.2409728;5.1140146;8.082825;
1435058641799;2.528277;4.55856;8.121132;
1435058647515;-0.7278373;4.596867;8.082825;
1435058652686;0.78529817;2.2984335;9.11712;
1435058660008;1.6663644;2.4708161;9.174581;
1435058665125;1.7812861;2.528277;9.232041;
1435058676833;2.0111294;0.90021986;9.481039;
1435058690864;-0.59376204;0.36391866;9.3661175;
1435058698667;-0.2873042;0.40222588;9.691729;
1435058706514;-0.80445176;1.4748282;9.155427;
1435058713924;0.61291564;0.82360536;9.576807;
1435058719130;0.45968673;0.82360536;9.519346;
1435058729066;0.4405331;0.93852705;9.500193;
1435058746830;1.0726024;1.8962077;9.040505;
1435058756429;1.1109096;1.8962077;9.3661175;
1435058765976;-2.8538885;-0.076614454;8.714894;
1435058771044;-1.7429788;2.681506;8.676587;
1435058776243;-2.4708161;2.3558946;8.599973;
1435058781320;-1.7238252;1.8387469;8.829816;
1435058790965;-1.685518;2.2026656;8.734048;
1435058796039;-3.7541082;4.7500963;6.588843;
1435058803476;-0.24899697;4.501099;8.312668;
1435058808618;-0.7661445;3.9264908;8.446744;
1435058831169;-1.9919758;3.6008794;8.599973;
1435058837507;0.7278373;4.175488;8.925584;
1435058869505;-0.6703765;4.865018;8.465898;
1435058896539;-0.9959879;1.6663644;9.021352;
