1434909138195;0.34476504;3.1794999;9.059659;0.05485335;-0.024361134;-0.20433617;0.049002163;0.023435818;-0.002130529;-11.5;-1.75;13.75;0
1434909148194;-0.8810662;5.171476;7.6614456;0.09955025;-0.3374629;-0.39214897;-0.25353295;-0.017044231;-0.08735169;-13;-3.25;17;0
1434909158194;0.36391866;5.4204726;7.833828;-0.16641486;-0.17146015;-0.20479298;-0.41758367;-0.40906155;0.023435818;-8.5;-11.5;16;0
1434909168195;1.0726024;3.064578;8.887277;0.025064826;0.05329752;-0.38662434;-0.21518342;-0.02130529;-0.08522116;-10.5;-7.5;13.25;0
1434909178194;-0.40222588;2.7389667;9.174581;0.039875716;-0.20400715;-0.16960716;0.023435818;-0.02130529;0.066046394;-8;-12.25;18.25;0
1434909188194;1.3024458;4.3287168;9.481039;-0.10871518;0.49428415;0.5661001;-0.066046394;-0.28549087;-0.1107875;-9.25;-17.5;11.5;0
1434909198194;-1.3024458;2.2218192;9.595961;-0.083122015;-0.29420185;0.19631863;0.09374327;-0.35153726;-0.4708469;-13.75;-3.5;8.5;0
1434909208195;0.842759;4.673482;8.810662;-0.3078909;-0.049883366;0.29384232;0.19387813;-0.13422333;-0.19600865;-7.25;-19.75;-0.25;0
1434909218195;2.834735;4.060566;6.933608;-0.13088608;-0.22710657;-1.3724947;0.25566345;0.014913702;0.14913702;-10.25;-23;-5;0
1434909228194;2.0494366;5.401319;7.8146744;0.23689592;-0.22486639;-0.010356903;-0.2727077;-0.15765914;0.5432849;-9;-21;-5;0
1434909238194;0.40222588;4.673482;8.504205;-0.13721374;-0.06930876;-0.062318802;-0.02130529;-0.13635385;0.06391586;-8.25;-19.75;-1.75;0
1434909248194;1.4556746;3.964798;8.561666;0.1306442;-0.17867327;-0.22732353;0.14274544;0.02130529;-0.15765914;-7.75;-22.5;-1.75;0
1434909258194;1.4939818;3.8498764;8.542512;-0.18430448;-0.06266332;-0.2918396;-0.10439592;-0.080960095;0.083090626;-3.25;-19.25;-7.5;0
1434909268194;0.47884035;3.964798;8.772355;-0.013549656;-0.12869358;-0.12546921;0.15126756;0.12144015;0.023435818;-3.75;-8;-7.5;0
1434909278195;1.8962077;4.3287168;8.37013;-0.011061668;-0.07138014;-0.18392563;0.07456851;-0.08522116;0.1470065;-4;-9.5;-10.25;0
1434909288209;0.63206923;4.2904096;8.504205;-0.08660346;-0.20505476;-0.1816864;0.07243799;0.023435818;0.036218993;-0.5;-14.5;-4.5;0
