1434915686945;1.1683705;3.86903;8.714894;-0.11518645;-0.24265242;-0.095152855;0.11717909;-0.017044231;0.14061491;-0.75;37.5;-31.75;0.0;0.0
1434915686968;1.283292;3.7924154;8.714894;-0.009172082;-0.31254697;-0.09698391;-0.07882957;0.08522116;0.1470065;-0.75;37.5;-31.75;0.0;0.0
1434915686983;1.3215994;3.7924154;8.714894;0.030707717;-0.30310702;-0.10160637;-0.10865697;-0.002130529;0.17896444;-0.5;37.25;-31.5;0.0;0.0
1434915687003;1.340753;3.7541082;8.829816;0.04074371;-0.33356595;0.011012077;0.010652645;-0.04474111;0.31957933;-0.5;37.25;-31.5;0.0;0.0
1434915687024;1.4173675;3.6391866;8.7532015;0.0872848;-0.45951247;-0.055994034;0.19387813;0.040480047;0.17257284;-0.5;37.25;-31.5;0.0;0.0
1434915687043;1.0534488;3.8498764;7.9870567;-0.26219904;-0.26921415;-0.8147917;0.0958738;0.39840892;0.12357068;-0.5;36.75;-31.75;0.0;0.0
1434915687063;1.1492168;3.6583402;9.136273;-0.17156851;-0.42749047;0.3197031;-0.14913702;-0.04474111;0.2514024;-0.5;36.75;-31.75;0.0;0.0
1434915687083;1.340753;3.6583402;9.251195;-0.010775089;-0.40028977;0.42672348;-0.11504856;-0.004261058;0.2130529;-0.5;36.75;-31.75;0.0;0.0
1434915687103;1.3790601;3.6391866;9.097966;0.010371327;-0.42795777;0.28006268;0.0958738;0.09161274;0.16618125;-0.25;37.25;-31.75;0.0;0.0
1434915687123;1.3024458;3.5051112;8.42759;-0.08795321;-0.5867629;-0.37546253;0.13209279;-0.0127831735;0.08948222;-0.25;37.25;-31.75;0.0;0.0
1434915687143;1.532289;3.5242648;8.00621;0.12944996;-0.5547657;-0.80082893;-0.19600865;0.07243799;0.13209279;-0.25;37.25;-31.75;0.0;0.0
